Descripción del Artículo,Precio Mayoreo,Proveedor,FE,FS,AHORRO
LOGANIL PED 120 ML JAR,58.44,Drolanca,0,0,0
MELAX 200 G,162.34,Drolanca,0,0,0
MONTRAX 10 MG X 30 TAB MASTICABLES,84.42,Drolanca,0,0,0
MULTIDERM 2% X 15 G UNGUENTO,77.92,Drolanca,0,0,0
NORSINA X 12 TAB,50.65,Drolanca,0,0,0
SAX ACID 135 ML DUC,49.35,Drolanca,0,0,0
SILIN 30 ML GOTAS NASALES,49.35,Drolanca,0,0,0
YONAL JBE X 120 ML,54.55,Drolanca,0,0,0
SAX 135 ML DUC,49.35,Drolanca,0,0,0
"CARBATIL 12,5 MG X 30 TAB",71.43,Drolanca,0,0,0
TONUM 10 MG X 30 TAB,48.05,Drolanca,0,0,0
YONALAT 15 MG-3 MG / 5 ML X 120 ML,58.44,Drolanca,0,0,0
FEM DUCHA VAGINAL 135 ML,49.35,Drolanca,0,0,0
LOGANIL ADU 120 ML JAR,64.29,Drolanca,0,0,0
OROZIM 192 MG X 20 TAB,103.9,Drolanca,0,0,0
LOKARIN 60 ML JBE,57.79,Drolanca,0,0,0
"DIAGESIC 1,8 MG / ML X 120 ML SUSP",64.94,Drolanca,0,0,0
COLGESIC 400 MG/4 MG X 15 COM,74.68,Drolanca,0,0,0
EKICAL 120 ML SUSP,77.92,Drolanca,0,0,0
LESTECOL 20 MG X 30 TAB,64.94,Drolanca,0,0,0
TIOCOLCHICOSIDO 4 MG X 12 TAB  (BIOTECH),45.45,Drolanca,0,0,0
BLOCAX 8 MG X 30 TAB,61.04,Drolanca,0,0,0
MONTRAX 4 MG X 10 TAB MASTICABLES,22.08,Drolanca,0,0,0
PRALINA 75 MG 14 CAPS,58.44,Drolanca,0,0,0
BETAGEN 12 MG/3 ML X 1 AMP,53.9,Drolanca,0,0,0
"BLOCAX PLUS 16 MG/12,5 MG X 30 TAB",110.39,Drolanca,0,0,0
"DI-EUDRIN 12,5 MG X 30 TAB",45.45,Drolanca,0,0,0
ACIDO FOLICO 10 MG X 20 COMPDO  (CALOX),26.64,Drolanca,0,0,0
ALBENDAZOL 200 MG X 2 TAB MAST-TUTIFRUTI,15.04,Drolanca,0,0,0
ANTAAR 10 MG X 10 TABLETAS,47.08,Drolanca,0,0,0
ANTAAR 10 MG X 30 TABLETAS,100.04,Drolanca,0,0,0
"ANTAAR HCT 2,5 MG - 6,25 MG X 10 TABLETA",37.82,Drolanca,0,0,0
"ANTAAR HCT 5 MG - 6,25 MG X 10 TAB",36.16,Drolanca,0,0,0
"BIOCOR HCT 20 MG - 12,5 MG X 10 TAB",55.92,Drolanca,0,0,0
BLOKXA 10 MG X 14 TAB.REC (RIBAROXABAN),57.29,Drolanca,0,0,0
BLOKXA 20 MG X 14 TAB.REC (RIBAROXABAN),80.95,Drolanca,0,0,0
CALOXPIRINA 81 MG X 30 TAB,45.27,Drolanca,0,0,0
CLARIMIN 500MG X 10 TAB REC,93.74,Drolanca,0,0,0
DEFLAZACORT 30 MG X 30 TAB (CALOX),207.73,Drolanca,0,0,0
DIOSMINA 600 MG X 14 TAB CALOX,129.04,Drolanca,0,0,0
DOL DISP 20 BLIS X 4 TAB,165.96,Drolanca,0,0,0
DOL PLUS 650MG X 10 TAB,29.3,Drolanca,0,0,0
DOL PLUS 650MG X 20 TAB,42.61,Drolanca,0,0,0
DOL X 10 TAB,24.86,Drolanca,0,0,0
DOLGRIP FORTE X 10 TAB REC,58.56,Drolanca,0,0,0
DOMPERIDONA 10MG X 15 TABLETAS,21.3,Drolanca,0,0,0
DOSPROL 10 MG X 30 TAB (MCK),53.26,Drolanca,0,0,0
FESTAL X 10 GRAG,61.64,Drolanca,0,0,0
FESTAL X 20 GRAG,99.3,Drolanca,0,0,0
FESTAL X 50 GRAGEAS,246.04,Drolanca,0,0,0
FINASTERIDE 5 MG X 10 TABLETAS,39.1,Drolanca,0,0,0
IBUCAF 200-30 MG X 10 TAB,27.39,Drolanca,0,0,0
IBUPROFENO 400 MG X 20 TAB (CALOX),42.81,Drolanca,0,0,0
IRBESARTAN 150 MG X 7 TAB  (CALOX),38.81,Drolanca,0,0,0
KETOPROFENO 50 MG X 12 CAP (CALOX),46.14,Drolanca,0,0,0
LANSOPRAZOL 30 MG X 14 CAP CALOX,53.26,Drolanca,0,0,0
LANSOPRAZOL 30 MG X 28 CAP (CALOX),79.9,Drolanca,0,0,0
LASIX 20 MG X 24 TAB,45.65,Drolanca,0,0,0
LEVOFLOXACINO 750 MG X 5 TABLETAS,63.92,Drolanca,0,0,0
PINAVERIUM BROMURO 100 MG X 20 TAB CALOX,87.88,Drolanca,0,0,0
PINAVERIUM BROMURO 50 MG X 20 TAB CALOX,71.14,Drolanca,0,0,0
PREDNISONA 5 MG X 10 TAB  (CALOX),22.82,Drolanca,0,0,0
PREDNISONA 50 MG X 10 TAB (CALOX),65.18,Drolanca,0,0,0
PRO-KIDS X 30 SOBRES,87.51,Drolanca,0,0,0
RISPERIDONA 2 MG X 20 TAB   (CALOX),62.92,Drolanca,0,0,0
SERTRALINA 50 MG X 10 TAB CALOX,46.14,Drolanca,0,0,0
TADALAFIL 20 MG X 2 TAB (CALOX),25.17,Drolanca,0,0,0
TORIVAS 100 MG X 30 TB (MCK),167.78,Drolanca,0,0,0
TORIVAS 50 MG X 30 TAB (MCK),107.86,Drolanca,0,0,0
DOL X 20 TAB,37.79,Drolanca,0,0,0
DOLGRIP X 10 CAP,39.55,Drolanca,0,0,0
KETOPROFENO  100 MG X 10 CÁPSULAS,43.95,Drolanca,0,0,0
CAPTOPRIL 50 MG X 30 TAB (AAA MCK),51.36,Drolanca,0,0,0
PREDNISONA 5 MG X 30 TAB G (CALOX),43.45,Drolanca,0,0,0
VIAJESAN 50 MG X 10 TAB (CALOX),55.92,Drolanca,0,0,0
AMLODIPINA 10 MG X 30 TAB (CALOX),36.23,Drolanca,0,0,0
FINASTERIDE 5 MG X 30 TAB (CALOX),89.03,Drolanca,0,0,0
CARVEDILOL 25 MG X 14 TAB  (CALOX),54.78,Drolanca,0,0,0
"CARVEDILOL 12,5 MG X 14 TAB  (CALOX)",33.48,Drolanca,0,0,0
DEFLAZACORT 6 MG X 10 TAB (CALOX),79.1,Drolanca,0,0,0
FEXOFENADINA 120 MG X 10 TAB (CALOX),58.17,Drolanca,0,0,0
MOXIFLOXACINA 400 MG X 5 TAB (CALOX),126.01,Drolanca,0,0,0
TADALAFIL 20 MG X 1 TAB (CALOX),13.7,Drolanca,0,0,0
DISULPEC 25 MG X 20 TAB (MCK),45.65,Drolanca,0,0,0
BIOCOR 20 MG X 30 TAB (MCK),91.27,Drolanca,0,0,0
BIOCOR AMLO 20MG - 5 MG X 30 TAB REC,119.84,Drolanca,0,0,0
BIOCOR AMLO 40MG - 5 MG X 30 TAB REC,151.0,Drolanca,0,0,0
FESTAL X 4 GRAG DISP X 25 BLISTERS,426.75,Drolanca,0,0,0
ANTAAR 5 MG X 10 TAB,34.19,Drolanca,0,0,0
"BIOCOR HCT 40 MG - 12,5 MG X 10 TAB",71.91,Drolanca,0,0,0
CAPTOPRIL 50MG X 10 TABLETAS,20.55,Drolanca,0,0,0
DEFLAZACORT 30 MG X 10 TAB (CALOX),87.88,Drolanca,0,0,0
CITICOLINA 500 MG X 10 TAB,159.79,Drolanca,0,0,0
HEXOMEDINE COLUTORIO FC(30G)AEROSOLX1,101.05,Drolanca,0,0,0
KETOPROFENO 100 MG X 20 COMP(MCK),60.4,Drolanca,0,0,0
AMLODIPINA 10 MG X 10 TAB  (CALOX),15.97,Drolanca,0,0,0
SECNIDAZOL  1 G X 2 TAB (CALOX),43.95,Drolanca,0,0,0
PANTOPRAZOL 40 MG X 7 TAB  (CALOX),32.26,Drolanca,0,0,0
IRBESARTAN 300 MG X 7 TAB  (CALOX),54.78,Drolanca,0,0,0
FLAVOXATO 200 MG X 10 TAB(CALOX),68.48,Drolanca,0,0,0
"ANTAAR  2,5 MG X 30 TAB (MCK)",58.6,Drolanca,0,0,0
ANTAAR 5MG-MG X 30 TAB (MCK),75.18,Drolanca,0,0,0
ETORICOXIB 60 MG x 10 TAB REC,67.91,Drolanca,0,0,0
TADALAFIL 5 MG X 28 TAB CALOX,68.48,Drolanca,0,0,0
BIOCOR AMLO 20 MG - 5 MG X 10 TAB,47.94,Drolanca,0,0,0
BIOCOR AMLO 40 MG - 5 MG X 10 TAB,59.92,Drolanca,0,0,0
ETOXIA 90MG X 10 TAB. RECUBIERTAS,111.86,Drolanca,0,0,0
LASIX 40 MG X 12 COMPRIMIDOS CALOX,40.3,Drolanca,0,0,0
IBUPROFENO B.P. 400 MG X 20 TAB,25.97,Drolanca,0,0,0
SABEMIEL CEBOLLA MORADA JARABE 180 ML,64.94,Drolanca,0,0,0
SABEMIEL EUCALIPTO JARABE 180 ML,64.94,Drolanca,0,0,0
SABEMIEL JENGIBRE JARABE 180 ML,64.94,Drolanca,0,0,0
SABEMIEL PLUS JARABE 180 ML,64.94,Drolanca,0,0,0
VITAMINA C 500 MG LONGEVIT X 60 CAP,100.0,Drolanca,0,0,0
CALCIO-MAGNESIO-ZIN+VIT X 60 CAP,103.9,Drolanca,0,0,0
VITAMINA C 1000 MG LONGEVITY X 60 CAP,85.71,Drolanca,0,0,0
LOSARTAN POT 50 MG X 10 TAB X 10 BLISTER,85.71,Drolanca,0,0,0
ACIDO ACETILSALICILICO 81 MG X 24 TAB OF,23.65,Drolanca,0,0,0
AIRON 10 MG X 10 TAB (OFTALMI),34.19,Drolanca,0,0,0
AIRON 10 MG X 30 TAB (OFTALMI),73.6,Drolanca,0,0,0
AIRON 5 MG X 10 TAB MAST PED  (OFTALMI),30.04,Drolanca,0,0,0
ALERGOT 0.05 % SOL OFTAL 5 ML (OFTALMI),76.55,Drolanca,0,0,0
ALFADYN 0.20% X 5 ML,90.12,Drolanca,0,0,0
APIRET SUPOSITORIOS 250MG X 6,39.03,Drolanca,0,0,0
AZACARD 81 MG X 30  TAB (OFTALMI),30.0,Drolanca,0,0,0
AZACARD 81 MG X 60 TAB (OFTALMI),47.3,Drolanca,0,0,0
BUDECORT INH 10 ML,76.99,Drolanca,0,0,0
BUDENAS 32 MG/ 15ML SUSP NASAL GOT,92.3,Drolanca,0,0,0
BUDENAS SUSP P/ATOMIZ NASAL 100M/200DOSI,110.74,Drolanca,0,0,0
CLARASOL 15 ML GOT,39.23,Drolanca,0,0,0
CLARIX NASAL 15 ML SOL SPRAY,52.88,Drolanca,0,0,0
CLARIX PED 15 NASAL ML GOT (R),48.57,Drolanca,0,0,0
CLARIX SOLUCION OFT 15 ML,24.42,Drolanca,0,0,0
"CORTYNASE 0,05% 50 MCG 140 DOSIS REFORM",91.81,Drolanca,0,0,0
CROMOFTAL 4% 10ML SOLUC RINO-OCULAR,47.39,Drolanca,0,0,0
DESLORAT  5 MG X 10 TAB,23.52,Drolanca,0,0,0
DESLORAT  5 MG X 20 TAB,41.61,Drolanca,0,0,0
"DESLORAT 0,5 MG/ML X 60 ML",42.05,Drolanca,0,0,0
DICLOFENAC POT 50 MG X 10 TAB (OFTALMI),8.76,Drolanca,0,0,0
DICLOFENAC POTASICO 50MG X 30TAB (OFTALM,22.32,Drolanca,0,0,0
DOBET 5 ML SOL OFT,76.36,Drolanca,0,0,0
DUOVENT SOLUCION P/INHALAR 15 ML,96.96,Drolanca,0,0,0
FISIOLIN NEBULIZADOR 26ML 260 DOSIS,65.9,Drolanca,0,0,0
GARABET 5 ML GOT,66.96,Drolanca,0,0,0
KEPRORET 1 MG/ML 120 ML,55.08,Drolanca,0,0,0
LEVORAT 5 MG X 10 TAB  (OFTALMI),27.49,Drolanca,0,0,0
LORATADINA 10 MG X 10 TAB (OFTALMI),12.53,Drolanca,0,0,0
LORATADINA 10MG DISP. 25 BLISTER X 5 TAB,113.04,Drolanca,0,0,0
"LORECORT 1 MG/0,05 MG X 60 ML SOL ORAL",68.84,Drolanca,0,0,0
"MELOXICAM 7,5 MG X 10 COMP OFTALMI",32.65,Drolanca,0,0,0
MONTELUKAST 10 MG X 30 TAB (OFTALMI),70.06,Drolanca,0,0,0
MOVIMEX 15 MG X 10 TAB,39.83,Drolanca,0,0,0
"MOVIMEX 7,5 MG X 10 TAB",37.16,Drolanca,0,0,0
MOXIDEX 5ML SOL OFT,95.82,Drolanca,0,0,0
MYDROX 5ML,75.39,Drolanca,0,0,0
"NAS 0,1% AD X 15 ML GOT",25.32,Drolanca,0,0,0
"OPAT 0,1% X 5 ML SOL",65.9,Drolanca,0,0,0
PERIDONT (SOL.TOPICA BUCAL) 240ML,50.27,Drolanca,0,0,0
QUINOCORT  5 ML (OFTALMI),80.05,Drolanca,0,0,0
QUINOFTAL 5 ML (OFTALMI),59.97,Drolanca,0,0,0
QUINOMAX X  5 ML (OFTALMI),76.09,Drolanca,0,0,0
QUINOTIC SOLUCIÓN ÓTICA 4 ML,65.99,Drolanca,0,0,0
TE CAPS 150 MG X 30 CAP (TE VERDE),45.44,Drolanca,0,0,0
TOBRASOL 5 ML GOT,38.4,Drolanca,0,0,0
TOBRASOL 7.5 GR UNG *,64.29,Drolanca,0,0,0
TODENAC 5 ML SOL OFTALMICA,66.61,Drolanca,0,0,0
TODEX UNG 7.5 GR,80.47,Drolanca,0,0,0
VENTICORT AEROSOL 200 DOSIS,127.22,Drolanca,0,0,0
VITADYN C 10 TAB. EFERVESC MANDARINA 1G,39.69,Drolanca,0,0,0
VITADYN C 10 TAB. EFERVESCENT NARANJA 1G,39.69,Drolanca,0,0,0
VITADYN C F/TROP MAST 500 MG 24X10 TAB,436.1,Drolanca,0,0,0
VITADYN C GRAP FRUIT EFERV S/AZUCAR X 10,39.58,Drolanca,0,0,0
VITADYN C NARANJA  1 G X 5 TAB EFERV,21.73,Drolanca,0,0,0
MARADEX 5 ML GOT,61.32,Drolanca,0,0,0
OFTAINE 15 ML (OFTALMI),88.96,Drolanca,0,0,0
"MATILOL 0,50% 6 ML GOT OFT (R)",40.44,Drolanca,0,0,0
SOLTIN 15 ML SOL,52.56,Drolanca,0,0,0
MELOXICAM 15 MG X 10 COMP OFTALMI,37.88,Drolanca,0,0,0
GENTAMICINA SOL OFTAL 5 ML  (OFTALMI),58.56,Drolanca,0,0,0
TODEX SUSPENSIÓN OFTÁLMICA 5 ML,42.97,Drolanca,0,0,0
CLARIX GOTAS NASALES 15 ML. ADULTO,48.57,Drolanca,0,0,0
"DICLORET 1,8 MG/ML X 60 ML SUS (OFTALMI)",55.08,Drolanca,0,0,0
APIRET 180MG/5ML JBE X 60 ML,23.01,Drolanca,0,0,0
ADELGASEN 400 MG X 30 CAP,96.96,Drolanca,0,0,0
ANAMU (MAPURITE) 400 MG X 60 CAP HERBAPL,90.78,Drolanca,0,0,0
ARTYPLANT 400 MG X 30 CAP,96.95,Drolanca,0,0,0
ARTYPLANT 400 MG X 60 CAP HERBAPLANT,141.38,Drolanca,0,0,0
BEUSAN EXPECTORANTE JBE 240 ML,80.82,Drolanca,0,0,0
BEUSAN PLUS 11 PLANTAS JBE 240 ML,80.82,Drolanca,0,0,0
COLA DE CABALLO 500 MG X 30 CAP,66.65,Drolanca,0,0,0
DELGAPLANT X 60 CAP,141.38,Drolanca,0,0,0
ENERGYPLANT 450 MG X 30 CAP,96.95,Drolanca,0,0,0
GYMEN'S X 60 CAP HERBAPLANT,141.38,Drolanca,0,0,0
GYNKGO BILOBA X 60 CAP HERBAPLANT,121.23,Drolanca,0,0,0
HERBAKIDS JARABE X 180 ML,70.77,Drolanca,0,0,0
LINAZA 500 MG X 30 CAP,66.58,Drolanca,0,0,0
LINAZA 500 MG X 60 CAP,90.78,Drolanca,0,0,0
MACA 500 MG X 30 CAP,90.83,Drolanca,0,0,0
MUXER 500 MG X 30 CAP,96.95,Drolanca,0,0,0
QUINCHONCHO 300 MG X 60 CAP HERBAPLANT,90.88,Drolanca,0,0,0
RIÑOCARE X 60 CAP,141.38,Drolanca,0,0,0
UÑA DE GATO 430 MG X 60 CAP,100.94,Drolanca,0,0,0
VALERIANA 400 MG X 60 CAP,90.88,Drolanca,0,0,0
VENACARE X 60 CAP HERBAPLANT,141.38,Drolanca,0,0,0
ZABILA 250MG + LINAZA 250MG X 30 CAP,72.71,Drolanca,0,0,0
ZABILA 250MG + LINAZA 250MG X 60 CAP,100.94,Drolanca,0,0,0
ZARZAPARRILLA 450 MG X 60 CAP,90.88,Drolanca,0,0,0
ZARZAPARRILLA 450MG X 30 CAPSULAS,66.65,Drolanca,0,0,0
GINKGO BILOBA 300 MG X 30 CAP,84.86,Drolanca,0,0,0
ÑANE SALVAJE 365 MG X 30 CAP,84.86,Drolanca,0,0,0
CHANCA PIEDRA 400 MG X 60 CAP HERBAPLANT,121.23,Drolanca,0,0,0
PIRA+GINKGO BILOBA 500MG X 60 CAP HERBAP,121.23,Drolanca,0,0,0
HELAL 200 MG X 2 COM,20.78,Drolanca,0,0,0
ACIDO FOLICO 10 MG X 20 TAB KLINOS,32.47,Drolanca,0,0,0
ACIDO FOLICO X 15 ML GOT  KLINOS,80.52,Drolanca,0,0,0
ACIDO FOLICO 5 MG X 20 COM  KLINOS,15.58,Drolanca,0,0,0
VIT. B12 500 MG X 20 CAP (KLINOS),96.1,Drolanca,0,0,0
KELFEN X 20 COMPDO,67.53,Drolanca,0,0,0
"CLENBUNAL 0,020 MG X 10 TAB",44.16,Drolanca,0,0,0
"CLENBUNAL 0,020 MG X 20 TAB",57.14,Drolanca,0,0,0
"CLENBUNAL PED 0,005 MG 120 ML JAR",58.44,Drolanca,0,0,0
"CLENBUNAL ADU 0,010 MG 120 ML JAR",68.83,Drolanca,0,0,0
CLENBUXOL AD  120 ML  JBE,77.92,Drolanca,0,0,0
CLENBUXOL PED  120 ML,77.92,Drolanca,0,0,0
FLODONT EN FILMORASE 15 G UNG BUCAL,44.16,Drolanca,0,0,0
FERGANIC 15 ML GOT,81.82,Drolanca,0,0,0
GULAPER 250MG/5ML X 120 ML JAR ADULTO,94.81,Drolanca,0,0,0
GULAPER PED 120 ML JAR,90.91,Drolanca,0,0,0
TOLNAFTAN 30 G CREMA,68.83,Drolanca,0,0,0
FERGANIC 40 MG X 14 CAPS,107.79,Drolanca,0,0,0
GRAUSIN 120 ML JAR,81.82,Drolanca,0,0,0
POLI-OTICO 5 ML GOT,81.82,Drolanca,0,0,0
DERMOSUPRIL  0.1% 15 CRE,107.79,Drolanca,0,0,0
DERMOSUPRIL 0.05% 15 CRE,102.6,Drolanca,0,0,0
EMOLIN NEO EMULSION 240 GR,348.05,Drolanca,0,0,0
DERMOSUPRIL LOC CAPILAR 1%  30 ML,125.97,Drolanca,0,0,0
BETARRETIN 0.05% LOCION X 60 ML,203.9,Drolanca,0,0,0
BETARRETIN 0.25% GEL X 30 GR,140.26,Drolanca,0,0,0
"BETARRETIN 0,25% 30 GR CRE",125.97,Drolanca,0,0,0
LODIPIN 5 MG X 10 COM,23.38,Drolanca,0,0,0
TAUCARON 15 MG X  10 COM,38.96,Drolanca,0,0,0
BACITRACINA 15 G UNGTO (KLINOS),50.65,Drolanca,0,0,0
POENTOBRAL 5 ML GOT,61.04,Drolanca,0,0,0
VIT. B12 250 MG X 20 CAP  (KLINOS),67.53,Drolanca,0,0,0
BARGONIL X 10 GR UNG RECTAL,159.74,Drolanca,0,0,0
BARGONIL X 30 GR UNG RECTAL,250.65,Drolanca,0,0,0
KELFEN 2.5% 30 GR GEL,75.32,Drolanca,0,0,0
TIALIN 50 MG X 10 COMP,61.04,Drolanca,0,0,0
TIALIN 50 MG X 30 COMP,128.57,Drolanca,0,0,0
RIDAL 2 MG X 20 COMP,81.82,Drolanca,0,0,0
RIDAL 3 MG X 20 COMP,114.29,Drolanca,0,0,0
SERLINE 50 MG X 10 TAB,61.04,Drolanca,0,0,0
MIGRAVAL 100 MG X 2 COMP,148.05,Drolanca,0,0,0
GLAUCOTENSIL T 5 ML SOL,184.42,Drolanca,0,0,0
GLAUCOTENSIL D 2% 5 ML SOL,166.23,Drolanca,0,0,0
NEFROTAL H 50 MG/12.5 MG X 14 COMP,44.16,Drolanca,0,0,0
ACIDO FOLICO AFOKLIN 10MG/ML X15 ML GTAS,80.52,Drolanca,0,0,0
ACIDO FOLICO AFOKLIN 10 MG X 20 COMP,32.47,Drolanca,0,0,0
FERGANIC-FOLIC X 20 TAB MASTI,110.39,Drolanca,0,0,0
FERGANIC-FOLIC 120 ML JAR,190.91,Drolanca,0,0,0
DORIXINA FLEX 125 MG X 10 COMP,127.27,Drolanca,0,0,0
NAFINA 1% X 15 G,68.83,Drolanca,0,0,0
POENKERAT 5 ML GOT (KLINOS),103.9,Drolanca,0,0,0
MIGRADORIXINA X 10 COMP,93.51,Drolanca,0,0,0
ONDANSETRON 2MG/ML X 1 AMP 2 ML (4MG),42.86,Drolanca,0,0,0
ONDANSETRON 2MG/ML X 1 AMP 4 ML (8MG),67.53,Drolanca,0,0,0
ONDANSETRON 4 MG X 10 COMP,80.52,Drolanca,0,0,0
ONDANSETRON 8 MG X 10 COMP,114.29,Drolanca,0,0,0
TRIDETARMON 15 G CRE,107.79,Drolanca,0,0,0
DERMOSUPRIL 0.05% 120 ML EMULSION,225.97,Drolanca,0,0,0
DERMOSUPRIL C 0.1%/ 3 % CREMA TUBO X 1,146.75,Drolanca,0,0,0
ACIDO FOLICO AFOKLIN 5 MG X 20 COM,15.58,Drolanca,0,0,0
"BETARRETIN 0,05% 30 GR CRE",153.25,Drolanca,0,0,0
HYALIX 60 G GEL,263.64,Drolanca,0,0,0
MAILEN 5 MG X 10 COMP,36.36,Drolanca,0,0,0
VIGRASOL 50 MG X 1 COMP,10.39,Drolanca,0,0,0
PLIDAN COMPUESTO I.M/I.V 1 DOSIS AMP 2ml,88.31,Drolanca,0,0,0
ESPARFLIN 5 MG X 10 TAB,36.36,Drolanca,0,0,0
"ESPARFLIN 0,5 MG/ML JBE X 50 ML",44.16,Drolanca,0,0,0
SESAREN XR 75 MG X 15 CAPS,198.7,Drolanca,0,0,0
SESAREN XR 150 MG X 15 TAB,324.68,Drolanca,0,0,0
KELAC 30 MG / 1ML X 1 AMP (GIEMPI),51.95,Drolanca,0,0,0
CORENTEL 10 MG X 30 COMP,122.08,Drolanca,0,0,0
CORENTEL 5 MG X 30 COMP,100.0,Drolanca,0,0,0
CORENTEL 5 MG X 10 COMP,51.95,Drolanca,0,0,0
"CORENTEL H 5/6,25 MG X 30 COMP",136.36,Drolanca,0,0,0
COROPRES 8 MG X 10 COMP,31.17,Drolanca,0,0,0
COROPRES 16 MG X 10 COMP,48.05,Drolanca,0,0,0
"ZUDENINA 0,1 % 30 G GEL",107.79,Drolanca,0,0,0
RIDAL 1 MG X 20 COMP,71.43,Drolanca,0,0,0
"GLAUCOPROST  0,004% 3 ML GOT",153.25,Drolanca,0,0,0
FERGANIC-FOLIC X 30 TAB MASTI,154.55,Drolanca,0,0,0
EDAGAN 200 MG X 30 COM,288.31,Drolanca,0,0,0
AZIMAKROL 1 G X 2 COM,114.29,Drolanca,0,0,0
IVERGOT 6 MG X 5 ML GOT,58.44,Drolanca,0,0,0
MISELLIM 10 MG X 20 COM,88.31,Drolanca,0,0,0
FARBICIL 1% 15 G CREMA,68.83,Drolanca,0,0,0
FARBICIL 1%  30 ML LOCION,103.9,Drolanca,0,0,0
ZUDENINA 30 GR CRE,94.81,Drolanca,0,0,0
CURPINOL 25 MG X  30 COMPDO,114.29,Drolanca,0,0,0
ROWELUK 5 MG X 30 COMP,68.83,Drolanca,0,0,0
ACIDO FOLICO 10 MG X 30 COM KLINOS,44.16,Drolanca,0,0,0
ACIDO FOLICO 5 MG X 30 COM  KLINOS,24.68,Drolanca,0,0,0
CICLOKAN 500 MG/5 ML  X  1 AMP,67.53,Drolanca,0,0,0
FERGANIC-FOLIC PED 30 ML GOT,123.38,Drolanca,0,0,0
VIT. B12 1000 MCG 1 ML X 3 AMP (KLINOS),103.9,Drolanca,0,0,0
RISPERID 2 MG X 30 COMP REC,96.1,Drolanca,0,0,0
RISPERID 3 MG X 30 COMP REC,125.97,Drolanca,0,0,0
ORLIDIET 120 MG X 30 CAP,315.58,Drolanca,0,0,0
VIT. C 100 MG/5 ML X 3 AMP KLINOS,103.9,Drolanca,0,0,0
DENUAL 150 MG X 1 COM,74.03,Drolanca,0,0,0
RISPERID 1 MG X 30 COMP REC,81.82,Drolanca,0,0,0
"ANASMOL 2,5 MG X 30 COM",80.52,Drolanca,0,0,0
ANASMOL 5 MG X 30 COM,133.77,Drolanca,0,0,0
"COROPRES HCT 8MG/12,5MG X 30 COMP",110.39,Drolanca,0,0,0
FEBRATIC 10 MG /5 ML X 120 M SUS,68.83,Drolanca,0,0,0
NEFROTAL H 100 MG/12.5 MG X 30 COMPDO,107.79,Drolanca,0,0,0
MARTESIA 150 MG X 14 CAP,94.81,Drolanca,0,0,0
MARTESIA 300 MG X 14 CAP,146.75,Drolanca,0,0,0
"CORENTEL 2,5 MG X 30 COMP",68.83,Drolanca,0,0,0
MAILEN 5 MG X 30 COMP,71.43,Drolanca,0,0,0
NEFROTAL H 100 MG/25 MG X 30 COMP,140.26,Drolanca,0,0,0
NEFROTAL  100 MG X 14 COMP,46.75,Drolanca,0,0,0
IVERGOT 6 MG X 4 COMPDO,36.36,Drolanca,0,0,0
COROPRES 16 MG X 30 COMPDO,128.57,Drolanca,0,0,0
TADIFIL 20 MG X 1 COM,11.69,Drolanca,0,0,0
TADIFIL 20 MG X 2 COM,24.68,Drolanca,0,0,0
PLIDAN 20 ML GOT (KLINOS),96.1,Drolanca,0,0,0
DERMAZOL 30 GR CRE,119.48,Drolanca,0,0,0
DERMAZOL 30 GR UNG,146.75,Drolanca,0,0,0
LODIPIN VL 5 MG /160 MG X 30 CAP,146.75,Drolanca,0,0,0
LEPTAZINE 5 MG X 30 COM,68.83,Drolanca,0,0,0
"BRIMOPRESS 0,2% SOL. X 5 ML GOT",155.84,Drolanca,0,0,0
TIALIN 100 MG X 10 COMP,102.6,Drolanca,0,0,0
PINAVIX 100 MG X 30 COM,200.0,Drolanca,0,0,0
"MAILEN 2,5 MG/ML X 50 ML JARABE",44.16,Drolanca,0,0,0
KUARA 0.2 % SOL. OFT. X 3 ML,119.48,Drolanca,0,0,0
EUKENE 20 MG X 30 COMP,94.81,Drolanca,0,0,0
"DERMAZOL 0,05% LOCION CAPILAR 25 ML",127.27,Drolanca,0,0,0
CEUMID 100MG/ML X 150ML SOL,344.16,Drolanca,0,0,0
FLUCON (FLUCONAZOL) 200 MG X 4 CAP,61.04,Drolanca,0,0,0
HEXANT 30 MG/5ML JBE X 120 ML,80.52,Drolanca,0,0,0
CICLOKAN 500 MG X 21 COM,227.27,Drolanca,0,0,0
LODIPIN 10 MG X 30 COM,57.14,Drolanca,0,0,0
PASIM 10MG/ML SOL GOTAS X 15 ML,74.03,Drolanca,0,0,0
KELFEN 1MG/ML JARABE X 120 ML,67.53,Drolanca,0,0,0
PLIDAN COMPUESTO 10MG-125MG X 10 COMP,115.58,Drolanca,0,0,0
ANGRIP DIA 500 MG X 8 COMP,42.86,Drolanca,0,0,0
ANGRIP NOCHE 500 MG-3MG X 4 COMP,38.96,Drolanca,0,0,0
ABRETIA 10 MG X 10 CAP,197.4,Drolanca,0,0,0
"FLEMIBAR 6,67MG-333,40MG/ML SOL X 20 ML",68.83,Drolanca,0,0,0
ABRETIA 18 MG X 10 CAP,240.26,Drolanca,0,0,0
PIGRAL 75 MG X 14 COMP (CLOPIDOGREL),71.43,Drolanca,0,0,0
NEFROTAL 100 MG X 10 COMP,31.17,Drolanca,0,0,0
"NEFROTAL H 100 MG-12,5 MG X 10 COMP",44.16,Drolanca,0,0,0
