Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,,Unnamed: 6,Unnamed: 7,Unnamed: 8,None.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
M-0526,,POLIAMIN 10% SOLUCION 500 ML,24.48,216.13881600000002,FRASCO,LAB BEHRENS,210039,06/2026,NACIONAL / IMPORTADO,,7592637001367,0,0,,,,,,,,,,,,,,,,
M-1799,,POLIMAIS LACTULOSA 667 MG/ ML X 120 ML SOLUCION ORAL SABOR CIRUELA USO PEDIATRICO,2.6,22.955920000000003,FRASCO X 120 ML,NUTRIEX,33482110,10/2023,NACIONAL / IMPORTADO,,7898947017365,0,0,,,,,,,,,,,,,,,,
M-1800,,POLIMAIS LACTULOSA 667 MG/ ML X 120 ML SOLUCION ORAL SABOR PAPAYA USO PEDIATRICO,2.6,22.955920000000003,FRASCO X 120 ML,NUTRIEX,2909219,09/2023,NACIONAL / IMPORTADO,,7898633381299,0,0,,,,,,,,,,,,,,,,
L-0022,,PREDNISOLONA 5 MG TABLETAS,0.6,5.29752,CAJA X 10 TAB,LAND,TP1150002,12/2024,NACIONAL / IMPORTADO,,7598008000618,0,0,,,,,,,,,,,,,,,,
M-1810,,PREDNISONA 50 MG X 10 TAB,3.98,35.140216,CAJA X 10 TAB,VALMORCA,31,06/2027,NACIONAL / IMPORTADO,,7591020007474,0,0,,,,,,,,,,,,,,,,
M-1517,,PREGABALINA 75 MG X 10 TAB (EQ. LYRICA),1.66,14.656471999999999,CAJA X 10 TAB,JMW,VPT21830D,08/2024,NACIONAL / IMPORTADO,,18906047593910,0,0,,,,,,,,,,,,,,,,
M-1150,,PRELIVAL (PREGABALINA) 75 MG X 20 CAP,4.72,41.673823999999996,CAJA X 20 COMP,VALMORCA,08,06/2024,NACIONAL / IMPORTADO,,7591020080996,0,0,,,,,,,,,,,,,,,,
M-0256,,PREVERAL CON DEXTRO JBE X 120ML,4.34,38.318728,FRASCO,LAB. VARGAS,2205048,05/2024,NACIONAL / IMPORTADO,,7592349722864,0,0,,,,,,,,,,,,,,,,
M-1739,,PROBENTOL DERMA (DEXPANTENOL) X 20 G CREMA,3.18,28.076856000000003,TUBO X 20 GR,CIFARMA,3NL57,11/2023,NACIONAL / IMPORTADO,,7898495603966,0,0,,,,,,,,,,,,,,,,
M-1543,,PROGESTERONA 200 MG X 10 TAB DE LIBERACION SOSTENIDA,4.59,40.526028,CAJA X 10 TAB,JMW,EXFHT011,06/2024,NACIONAL / IMPORTADO,,203571228099,0,0,,,,,,,,,,,,,,,,
M-1542,,PROGESTERONA 200 MG X 10 TAB VAGINALES + APLICADOR,5.21,46.000132,CAJA X 10 TAB,JMW,EXFHT010,06/2024,NACIONAL / IMPORTADO,,203571228112,0,0,,,,,,,,,,,,,,,,
M-0195,,"PROMEDINA 2MG-7,5MG/5ML SOL ORAL X 120ML",4.22,37.259223999999996,FRASCO,LAB. VARGAS,2204017-2205018,04/2024-05/2024,NACIONAL / IMPORTADO,,7592349723489,0,0,,,,,,,,,,,,,,,,
M-0484,,PROPANOLOL 40MG X 20 COMP PLUSANDEX,1.33,11.742836,CAJA X 20 COMP,PLUSANDEX,6473,06/2025,NACIONAL / IMPORTADO,,7594001100171,0,0,,,,,,,,,,,,,,,,
M-1441,,PROVIM (VITAMINAS Y MINERALES) X 20 GRAGEAS,2.91,25.692972,FRASCO X 20 GRAGEAS,PLUSANDEX,6296,03/2024,NACIONAL / IMPORTADO,,7594001100164,0,0,,,,,,,,,,,,,,,,
M-1801,,QUEIMALIVE (SULFACETAMIDA 74 MG + TROLAMINA 20 MG) X 30 G POMADA DE USO ADULTO Y PEDIATRICO ,2.77,24.456884000000002,TUBO X 20 G,CIFARMA,3ND77,04/2023,NACIONAL / IMPORTADO,,7898158691576,0,0,,,,,,,,,,,,,,,,
M-0474,,QUINOFTAL SOL. OFTALMICA,4.19,36.994348,FRASCO X 5ML,OFTALMI,012194,01/2024,NACIONAL / IMPORTADO,,7591196000439,0,0,,,,,,,,,,,,,,,,
M-0512,,REDUBEN (NIMESULIDE) 100MG X 10 TAB,3.81,33.639252,CAJA X 10 TAB,COFASA,10261,07/2023,NACIONAL / IMPORTADO,,7591818116067,0,0,,,,,,,,,,,,,,,,
M-0185,,REFLUXYL SUSPENSION X 120ML,9.43,83.259356,FRASCO,ZUOZ PHARMA,2206096,06/2024,NACIONAL / IMPORTADO,,7591651722937,0,0,,,,,,,,,,,,,,,,
Q-164,,REGULADOR DE FLUJO (CUENTA GOTAS),1.3654545454545453,12.055871272727272,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,50,7595059000963,0,0,,,,,,,,,,,,,,,,
M-1219,,RESTAURALYTE X 18 GR POLVO PARA PREPARAR BEBIDA HIDRATANTE,0.89,7.857988000000001,SOBRE X 18 GR,PROVEMORCA,29072022,07/2023,NACIONAL / IMPORTADO,,7591970322,0,0,,,,,,,,,,,,,,,,
M-1309,,RISPERIDONA 3 MG X 10 TAB,2.13,18.806196,BLISTER X 10 TAB,JMW,RDBT2101,05/2024,NACIONAL / IMPORTADO,,8906089281243,0,0,,,,,,,,,,,,,,,,
M-1091,,ROCURONIO BROMURO 50MG /5ML (CADENA DE FRIO),6.99,61.716108000000006,AMPOLLA,ROCUROHEM,SVI5221,05/2023,NACIONAL / IMPORTADO,,7597767000426,0,0,,,,,,,,,,,,,,,,
M-1535,,ROGENTYL (GENTAMICINA) 80 MG/2 ML X 2 ML IM/IV,1.36,12.007712000000001,AMPOLLA,RONAVA,110167,10/2023,NACIONAL / IMPORTADO,,7592806112146,0,0,,,,,,,,,,,,,,,,
M-1459,,RONAVIT (VITAMINA B12 + B1 + B6) X 2 ML SOLUCION INYECTABLE I.M,1.24,10.948208,AMPOLLA,RONAVA,105076,05/2023,NACIONAL / IMPORTADO,,7592806112115,0,0,,,,,,,,,,,,,,,,
M-0436,,SALBUTAMOL SOL. P/INHALAR,5.95,52.53374,FRASCO X 15ML,OFTALMI,062823,06/2025,NACIONAL / IMPORTADO,,7591196002303,0,0,,,,,,,,,,,,,,,,
M-0781,,SALICIS (ACIDO SALICÍLICO) 1% X 20 GR ,1.91,16.863772,TUBO X 20 GR,BOOZ,220017,05/2024,NACIONAL / IMPORTADO,,7597072001194,0,0,,,,,,,,,,,,,,,,
Q-157,,SCALP N° 19,0.06545454545454546,0.5779112727272728,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059000819,0,0,,,,,,,,,,,,,,,,
M-1703,,SEDACONS (DEXMEDETOMIDINA) 100 MCG/ML X 2 ML AMPOLLA SOLUCION PARA INFUSION IV (EQ. PRECEDEX) ***OFERTA***,4.6,40.61432,AMPOLLA,LAB BEHRENS,2100319,11/2023,NACIONAL / IMPORTADO,,7592637398689,0,0,,,,,,,,,,,,,,,,
B-0003,,SHAMPOO MECHICO PARA BEBÉ 200 ML,1.03,9.094076000000001,FRASCO,MECHICO,,,NACIONAL / IMPORTADO,,8964000279892,0,0,,,,,,,,,,,,,,,,
M-1822,,SILDENAFIL 50 MG + DAPOXETINA 30 MG (BIOGRAMAX) X 4 TABLETAS RECUBIERTAS,2.28,20.130575999999998,CAJA X 4 TAB,BIOVENEZUELA,GCT041,04/2024,NACIONAL / IMPORTADO,,890432401714,0,0,,,,,,,,,,,,,,,,
M-0776,,SILDENAFIL 50 MG X 1 TAB,0.83,7.3282359999999995,CAJA X 1 TAB,LA SANTÉ,3267660,05/2023,NACIONAL / IMPORTADO,,7592454173971,0,0,,,,,,,,,,,,,,,,
M-1873,,SILDENAFILO 50 MG X 2 CAPSULAS RECUBIERTAS,0.48,4.238016,CAJA X 2 CAP,SPEFAR,1171,08/2023,NACIONAL / IMPORTADO,,7590027002628,0,0,,,,,,,,,,,,,,,,
M-1337,,SILDEX (SILDENAFIL) 100 MG X 1 TAB RECUBIERTA,0.45,3.9731400000000003,CAJA X 1 TAB,PLUSANDEX,6606,09/2024,NACIONAL / IMPORTADO,,7594001101642,0,0,,,,,,,,,,,,,,,,
M-1338,,SILDEX (SILDENAFIL) 100 MG X 2 TAB RECUBIERTAS,0.66,5.827272000000001,CAJA X 2 TAB,PLUSANDEX,6502,07/2024,NACIONAL / IMPORTADO,,7594001101659,0,0,,,,,,,,,,,,,,,,
M-0483,,SILDEX (SILDENAFIL) 50MG X 1 TAB PLUSANDEX,0.41,3.6199719999999997,CAJA X 1 TAB,PLUSANDEX,6500,07/2025,NACIONAL / IMPORTADO,,7594001101413,0,0,,,,,,,,,,,,,,,,
M-0772,,SILDEX (SILDENAFIL) 50MG X 2 TAB PLUSANDEX,0.63,5.562396000000001,CAJA X 2 TAB,PLUSANDEX,6584,09/2025,NACIONAL / IMPORTADO,,7594001101420,0,0,,,,,,,,,,,,,,,,
M-0063,,SIMVASTATINA 40MG X 10 TAB,1.34,11.831128000000001,CAJA X 10 TAB,CALOX ,31431,09/2023,NACIONAL / IMPORTADO,,7591519003383,0,0,,,,,,,,,,,,,,,,
M-0166,,SINUTIL DIA,2.87,25.339804,CAJA X 10 CAP,FC PHARMA,2200093,03/2024,NACIONAL / IMPORTADO,,7593090000010,0,0,,,,,,,,,,,,,,,,
Q-133,,SISTEMA DE DRENAJE URINARIO + BOLSA COLECTORA DE ORINA 2000ML ,1.756363636363636,15.507285818181815,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,1,810028130159,0,0,,,,,,,,,,,,,,,,
M-0368,,SOLUCION FISIOLOGICA 30ML,1.42,12.537464,FRASCO,FARMAGENIK,2660,04/2025,NACIONAL / IMPORTADO,,0112266402235,0,0,,,,,,,,,,,,,,,,
Q-093,,SONDA SUCCION N° 5,0.21818181818181814,1.9263709090909087,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931966705,0,0,,,,,,,,,,,,,,,,
L-0088,,SULFATO DE ZINC 20 MG TABLETAS DISPERSABLES,0.49,4.326308,BLISTER X 10 TAB,LAND,ZET3209,03/2024,NACIONAL / IMPORTADO,,7598008000960,0,0,,,,,,,,,,,,,,,,
M-1478,,SULFATO FERROSO 300 MG / 5ML X 120 ML JARABE,4.03,35.581676,FRASCO X 120 ML,JMW,AHL20096,08/2023,NACIONAL / IMPORTADO,,8906089281311,0,0,,,,,,,,,,,,,,,,
L-0026,,SULFATO FERROSO 300 MG TABLETAS,0.39,3.443388,BLISTER X 10 TAB,LAND,TF750002,04/2025,NACIONAL / IMPORTADO,,7598008000380,0,0,,,,,,,,,,,,,,,,
M-0297,,SULFORICIS AZUFRE 10% IVERMECTINA 1% CREMA,1.3,11.477960000000001,TUBO,BOOZ,220046,07/2024,NACIONAL / IMPORTADO,,75970543,0,0,,,,,,,,,,,,,,,,
M-0375,,SULTAMICILINA 250MG/ML X 60ML,4.25,37.524100000000004,FRASCO 60ML,SPEFAR,1282,08/2024,NACIONAL / IMPORTADO,,7590027000921,0,0,,,,,,,,,,,,,,,,
M-0550,,SULTAMICILINA 750MG X 6 COMP,7.37,65.07120400000001,CAJA X 6 COMP,SPEFAR,1392,08/2024,NACIONAL / IMPORTADO,,7590027001454,0,0,,,,,,,,,,,,,,,,
M-0720,,"SUPOSITORIO DE GLICERINA 2,88 G X 6 ADULTO",5.69,50.238148,CAJA X 6,GEN. DE CALIDAD,2206176,06/2024,NACIONAL / IMPORTADO,,7591136923958,0,0,,,,,,,,,,,,,,,,
M-1151,,TADAFOX (TADALAFILO) 5 MG X 30 TAB REC,4.55,40.17286,CAJA X 30 TAB,VALMORCA,65,06/2027,NACIONAL / IMPORTADO,,7591020080781,0,0,,,,,,,,,,,,,,,,
M-1202,,TALERC (CETIRIZINA DICLORHIDRATO) 10 MG /ML X 15 ML SOLUCION ORAL GOTAS,1.07,9.447244000000001,FRASCO X 15 ML,DOLLDER,2206839,06/2025,NACIONAL / IMPORTADO,,7592803001825,0,0,,,,,,,,,,,,,,,,
M-1818,,TALERC (CETIRIZINA DICLOTHIDRATO) 10 MG X 10 COMP,1.05,9.270660000000001,CAJA X 10 TAB,DOLLDER,2205798,05/2024,NACIONAL / IMPORTADO,,7592803001832,0,0,,,,,,,,,,,,,,,,
M-0682,,TALYSTO (TADALAFILO) 5 MG X 10 TAB MASTICABLES (PHARMETIQUE LABS),1.69,14.921348,CAJA X 10 TAB,LA SANTÉ,3501749,06/2024,NACIONAL / IMPORTADO,,759454891394,0,0,,,,,,,,,,,,,,,,
L-0049,,"TAMSULOSINA 0,4 MG TABLETAS",1.24,10.948208,BLISTER X 10 TAB,LAND,TT1310002,01/2025,NACIONAL / IMPORTADO,,7598008000625,0,0,,,,,,,,,,,,,,,,
M-1370,,TAMSULOSINA 0.4 MG X 10 TAB DE LIBERACION PROLONGADA,2.22,19.600824000000003,BLISTER X 10 TAB,JMW,AT20149,08/2023,NACIONAL / IMPORTADO,,8906089281229,0,0,,,,,,,,,,,,,,,,
M-1443,,TIOCHAX (TIOCOLCHICOSIDO) 4 MG X 12 COMPRIMIDOS ,2.66,23.485672,CAJA X 12 COMP,PLUSANDEX,6531,07/2025,NACIONAL / IMPORTADO,,7594001100362,0,0,,,,,,,,,,,,,,,,
M-1787,,TIOCHAX PLUS (IBUPROFENO 400 MG + TIOCOLCHICOSIDO 4 MG) X 10 TAB RECUBIERTAS,2.79,24.633468,CAJA X 10 TAB,PLUSANDEX,6530,08/2024,NACIONAL / IMPORTADO,,7594001101734,0,0,,,,,,,,,,,,,,,,
M-1859,,TIOCOLAX (TIOCOLCHICOSIDO) 4 MG/2 ML AMPOLLA,1.43,12.625755999999999,AMPOLLA,JMW,2222039,01/2024,NACIONAL / IMPORTADO,,18904180211616,0,0,,,,,,,,,,,,,,,,
M-1823,,TIOCOLCHICOSIDO 4 MG + IBUPROFENO 400 MG (BIOTIOFEN) X 10 TABLETAS RECUBIERTAS,3.57,31.520243999999998,CAJA X 10 TAB,BIOVENEZUELA,GCT033,03/2024,NACIONAL / IMPORTADO,,8904324100328,0,0,,,,,,,,,,,,,,,,
M-1682,,TIOCOLCHICOSIDO 4 MG X 10 TAB,2.13,18.806196,CAJA X 10 TAB,DAC,V307,01/2025,NACIONAL / IMPORTADO,,7598578000308,0,0,,,,,,,,,,,,,,,,
L-0092,,"TOBRAMICINA 0,3% + DEXAMETASONA 0,1% X 5 ML GOTAS OFTALMICAS (EQ. TODEX)",2.47,21.808124000000003,GOTAS,LAND,TDE2201,03/2024,NACIONAL / IMPORTADO,,7598008000946,0,0,,,,,,,,,,,,,,,,
M-0683,,TODENAC SOLUCION OFTALMICA X 5 ML,5.13,45.293796,FRASCO X 5 ML,OFTALMI,012829,02/2024,NACIONAL / IMPORTADO,,7591196002761,0,0,,,,,,,,,,,,,,,,
M-0557,,"TODEX 7,5 G UNGUENTO OFTALMICO",7.18,63.393656,TUBO,OFTALMI,051290,05/2023,NACIONAL / IMPORTADO,,7591196000897,0,0,,,,,,,,,,,,,,,,
M-1365,,"TRACEVAL (ACETAMINOFEN 325 MG + TRAMADOL CLORHIDRATO 37,5 MG) X 20 TAB REC",7.84,69.220928,CAJA X 20 TAB,VALMORCA,97,03/2024,PSICOTRÓPICO / ESTUPEFACIENTE,1,7591020080668,0,0,,,,,,,,,,,,,,,,
M-1366,,TRACEVAL (ACETAMINOFEN 500 MG + TRAMADOL CLORHIDRATO 50 MG) X 20 TAB ,9.75,86.0847,CAJA X 20 TAB,VALMORCA,75,08/2025,PSICOTRÓPICO / ESTUPEFACIENTE,1,7591020080682,0,0,,,,,,,,,,,,,,,,
M-1693,,TRANSISEMA (COLESTIRAMINA) 4 G X 5 G SOBRE POLVO PARA SUSPENSION ORAL,1.69,14.921348,SOBRE X 4 G,GLOBAL FARMA,F21037,06/2023,NACIONAL / IMPORTADO,,7406076125440,0,0,,,,,,,,,,,,,,,,
Q-097,,TRAQUEOTOMO N° 3.0,4.194545454545454,37.03448072727273,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,10,652931972279,0,0,,,,,,,,,,,,,,,,
Q-099,,TRAQUEOTOMO N° 4.0,4.194545454545454,37.03448072727273,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,10,652931972293,0,0,,,,,,,,,,,,,,,,
M-1862,,TRIAMCINOLONA 4 MG X 10 TABLETAS ,2.31,20.395452000000002,BLISTER X 10 TAB,JMW,AT21111,06/2024,NACIONAL / IMPORTADO,,301114,0,0,,,,,,,,,,,,,,,,
M-1769,,TRIMEBUTINA 200 MG X 30 CAPS,10.52,92.883184,CAJA X 30 CAP,ALTHAIA,21030081,01/2023,NACIONAL / IMPORTADO,,78998945030212,0,0,,,,,,,,,,,,,,,,
M-0803,,TRIMETOPRIM + SULFAMETOXAZOL 160 MG + 800 MG TABLETAS (EQ. BACTRON FORTE),0.94,8.299448,BLISTER X 10 TAB,BALAXI,G030,11/2023,NACIONAL / IMPORTADO,,7460260001859,0,0,,,,,,,,,,,,,,,,
M-1672,,TRIMETOPRIM 40 MG + SULFAMETOXAZOL 200MG/5ML (COTRIMOXAZOL) X 100 ML (EQ. BACTRON),2.04,18.011568,FRASCO X 100 ML,JMW,ET21021,08/2024,NACIONAL / IMPORTADO,,7401189600136,0,0,,,,,,,,,,,,,,,,
M-1671,,TRIMETOPRIM 80 MG + SULFAMETOXAZOL 400 MG X 10 TAB (EQ. BACTRON),0.48,4.238016,BLISTER X 10 TAB,BALAXI,TS27,05/2024,NACIONAL / IMPORTADO,,7469106377363,0,0,,,,,,,,,,,,,,,,
L-0093,,TRIMETOPRIMA 80 MG + SULFAMETOXAZOL 400 MG TABLETAS (EQ. BACTRON),0.65,5.738980000000001,BLISTER X 10 TAB,LAND,CET4205,03/2024,NACIONAL / IMPORTADO,,7598008000847,0,0,,,,,,,,,,,,,,,,
Q-165,,TUBO DE EXTENSION K-50,1.3654545454545453,12.055871272727272,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,50,810028130081,0,0,,,,,,,,,,,,,,,,
Q-109,,TUBO DE EXTENSION K-50,1.363636363636364,12.039818181818186,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931973238,0,0,,,,,,,,,,,,,,,,
Q-120,,TUBO ENDOTRAQUEAL N° 8.5  C/BALON,1.3854545454545457,12.232455272727275,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,10,65293196292,0,0,,,,,,,,,,,,,,,,
M-0702,,UDOX (DICLOFENAC COLESTIRAMINA) 75 MG X 10 CAP,3.14,27.723688000000003,CAJA X 10 CAP,DOLLDER,2204773,05/2024,NACIONAL / IMPORTADO,,7592803002556,0,0,,,,,,,,,,,,,,,,
M-1802,,UTROGESTAN (PROGESTERONA) 200 MG X 14 CAPSULAS DE USO ADULTO VIA ORAL O VAGINAL,22.1,195.12532000000002,CAJA X 14 CAPSULAS,BESINS,210811,02/2024,NACIONAL / IMPORTADO,,7898948648148,0,0,,,,,,,,,,,,,,,,
M-1217,,VAGILEN (METRONIDAZOL + NISTATINA + NEOMICINA + DEXAMETASONA + LIDOCAINA) x 6 OVULOS,15.51,136.940892,CAJA X 6 OVULOS ,FC PHARMA,7214,03/2024,NACIONAL / IMPORTADO,,7792796484845,0,0,,,,,,,,,,,,,,,,
M-1228,,VALPIZOP (ZOLPIDEM) 10 MG X 20 TAB REC,3.97,35.051924,CAJA X 20 COMP,VALMORCA,21,07/2024,PSICOTRÓPICO / ESTUPEFACIENTE,1,7591020080934,0,0,,,,,,,,,,,,,,,,
M-1490,,VANCOMICINA (VAANCO-500) 500 MG POLVO LIOFILIZADO PARA INYECCION I.V,4.29,37.877268,AMPOLLA,ORLEY LABORATORIES,PLD21202,05/2023,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
M-1544,,VANCOMICINA (VANACIN-CP) 500 MG POLVO PARA INYECCION IV,4.08,36.023136,VIAL,CBC,VCPM09,07/2023,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
M-1686,,VENOCHEA X 300 G CREMA ANTIVARICES,6.37,56.242004,FRASCO X 300 G,AVVIO PHARMA,628405165020421,05/2023,NACIONAL / IMPORTADO,,7908028021034,0,0,,,,,,,,,,,,,,,,
M-1762,,VENTICORT (SALBUTAMOL 100 MCG + BECLOMETASONA DIPROPIONATO 50 MCG) X 200 DOSIS AEROSOL PARA INHALACION BUCAL,8.91,78.668172,FRASCO X 200 DOSIS,OFTALMI,I032350,03/2024,NACIONAL / IMPORTADO,,7591196000606,0,0,,,,,,,,,,,,,,,,
M-1194,,VITADYN C SABOR MANDARINA X 10 TABLETAS EFERVESCENTES ***OFERTA***,2.5,22.073,TABLETAS X 10,OFTALMI,I021106,03/2023,NACIONAL / IMPORTADO,,7591196000712,0,0,,,,,,,,,,,,,,,,
M-0463,,VITAMINA B12 INY X 2ML ,2.28,20.130575999999998,AMPOLLA,POLINAC,105075,05/2024,NACIONAL / IMPORTADO,,7592348240000,0,0,,,,,,,,,,,,,,,,
L-0089,,VITAMINA C 500 MG X 10 TABLETAS MASTICABLES,0.77,6.798484,BLISTER X 10 TAB,LAND,ADT3102,09/2023,NACIONAL / IMPORTADO,,7598008000755,0,0,,,,,,,,,,,,,,,,
M-1785,,VITAMINA C 500 MG X 12 TABLETAS MASTICABLES SABOR MANDARINA,1.34,11.831128000000001,SOBRE X 12 TABLETAS,LA SANTÉ,3275448-3275449,09/2024,NACIONAL / IMPORTADO,,7703763962624,0,0,,,,,,,,,,,,,,,,
L-0100,,VITAMINA C 500 MG/2 ML INYECTABLE IM- IV (CADENA DE FRIO),0.65,5.738980000000001,AMPOLLA,LAND,AA12101,10/2023,NACIONAL / IMPORTADO,,7598008001226,0,0,,,,,,,,,,,,,,,,
M-1791,,VITAMINA E CON SELENIO X 30 CAPSULAS BLANDAS,7.23,63.835116000000006,FRASCO X 30 CAP,PHARMATECH,208091,08/2024,NACIONAL / IMPORTADO,,7597189000240,0,0,,,,,,,,,,,,,,,,
M-1809,,VITISIVAL (COMPLEJO B) X 240 ML ,6.79,59.950268,FRASCO X 240 ML,VALMORCA,665,03/2026,NACIONAL / IMPORTADO,,7591020008495,0,0,,,,,,,,,,,,,,,,
M-1863,,"VITRES (VIT B1, B6 Y B12) 3ML X 3 AMP (EQ. MIOVIT)",2.73,24.103716,CAJA X 3 AMP,JMW,2222041,01/2024,NACIONAL / IMPORTADO,,18904180211531,0,0,,,,,,,,,,,,,,,,
M-0703,,VIZERUL (RANITIDINA) 150 MG X 10 COMP,3.29,29.048068,CAJA X 10 COMP,DOLLDER,2205814DA,05/2025,NACIONAL / IMPORTADO,,7592803000989,0,0,,,,,,,,,,,,,,,,
M-1774,,YDROVIT X 450 ML SUERO ORAL SABOR COCO ***OFERTA*** ,3.08,27.193936,FRASCO X 450 ML,GLOBAL FARMA,G357,02/2023,NACIONAL / IMPORTADO,,7406076102663,0,0,,,,,,,,,,,,,,,,
M-1777,,YDROVIT X 450 ML SUERO ORAL SABOR MELOCOTON ***OFERTA***,3.08,27.193936,FRASCO X 450 ML,GLOBAL FARMA,G361,03/2023,NACIONAL / IMPORTADO,,7406076102618,0,0,,,,,,,,,,,,,,,,
M-1776,,YDROVIT X 450 ML SUERO ORAL SABOR NATURAL ***OFERTA***,3.08,27.193936,FRASCO X 450 ML,GLOBAL FARMA,G359,02/2023,NACIONAL / IMPORTADO,,7406076102601,0,0,,,,,,,,,,,,,,,,
M-1775,,YDROVIT X 450 ML SUERO ORAL SABOR PONCHE DE FRUTAS ***OFERTA***,3.08,27.193936,FRASCO X 450 ML,GLOBAL FARMA,G354,02/2023,NACIONAL / IMPORTADO,,7406076102625,0,0,,,,,,,,,,,,,,,,
M-1661,,"ZINC (ZINQUA) 29,56 MG X 30 COMP",3.87,34.169004,FRASCO X 30 COMP,AIRELA,21F0271,06/2023,NACIONAL / IMPORTADO,,7894164007301,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,
